SUCURSAL,FECHA,HORA,FOLIO_CORTE,CAJA,CAJERO,FONDO_INICIAL,VENTAS_TOTALES_NETAS,RETIROS,SISTEMA_DEBE_HABER,REAL_CONTADO,DIFERENCIA,PAGO_DEBITO,PAGO_CREDITO,PAGO_EFECTIVO_CALC,FUE_MODIFICADO,USUARIO_MODIF,FECHA_MODIF
Tienda 1,2023-09-07,14:35:57.222000,Corte 126,Caja 1,Cajero 1,2363.7,1184.76,360.21,3217.17,3238.54,1.12,0.0,330.53,872.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-07,20:10:17.643000,Corte 127,Caja 1,Cajero 1,1576.53,2545.63,0.0,4071.1,4171.28,1.24,310.17,0.0,2197.51,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-08,11:20:40.409000,Corte 128,Caja 1,Cajero 1,2047.41,1000.57,0.0,3037.24,3007.41,0.16,139.45,99.79,769.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-08,14:30:51.624000,Corte 129,Caja 1,Cajero 1,1843.65,904.17,0.0,2766.44,2743.36,0.0,27.38,0.0,886.21,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-08,20:14:46.892000,Corte 130,Caja 1,Cajero 1,1753.96,2580.07,0.0,4389.56,4293.25,-4.92,0.0,95.25,2473.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-09,14:22:50.280000,Corte 131,Caja 1,Cajero 1,2299.79,2404.81,1881.54,2761.28,2737.84,-0.48,712.87,42.79,1630.55,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-09,19:57:37.089000,Corte 132,Caja 1,Cajero 1,1998.68,2609.55,0.0,4687.85,4583.8,1.33,290.27,0.0,2333.06,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-10,15:55:33.116000,Corte 133,Caja 1,Cajero 1,2250.61,4655.86,2851.32,4086.49,4079.3,6.65,291.06,590.06,3844.96,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-11,14:34:20.046000,Corte 134,Caja 1,Cajero 1,1914.96,2644.49,0.0,4612.47,4511.31,0.0,826.72,205.76,1610.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-11,20:18:53.013000,Corte 135,Caja 1,Cajero 1,1950.69,1998.98,0.0,3906.24,3896.71,-0.64,35.59,32.23,1933.79,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-09-12,14:42:09.538000,Corte 136,Caja 1,Cajero 1,2576.97,2620.71,1025.29,4190.71,4191.27,0.37,40.32,0.0,2522.62,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-12,20:17:12.540000,Corte 137,Caja 1,Cajero 1,2316.29,1860.81,0.0,4182.63,4213.51,-0.95,585.46,0.0,1259.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-13,14:31:33.124000,Corte 138,Caja 1,Cajero 1,2219.06,2808.61,0.0,5079.59,4990.46,0.64,333.55,0.0,2491.19,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-13,20:23:36.133000,Corte 139,Caja 1,Cajero 1,1961.38,2038.59,280.05,3769.34,3754.71,0.34,0.0,0.0,2033.89,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-14,14:29:19.133000,Corte 140,Caja 1,Cajero 1,2442.23,1565.15,0.0,4010.67,3969.96,0.32,0.0,332.72,1210.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-14,20:21:45.701000,Corte 141,Caja 1,Cajero 1,2351.53,1201.3,0.0,3513.19,3547.94,0.61,26.94,0.0,1165.22,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-09-15,14:29:19.719000,Corte 142,Caja 1,Cajero 1,2110.71,2271.75,252.4,4105.16,4137.89,0.79,235.76,251.28,1807.39,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-15,20:11:07.006000,Corte 143,Caja 1,Cajero 1,2097.62,1233.13,0.0,3341.18,3306.24,-2.83,0.0,37.77,1195.3,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-16,14:31:54.420000,Corte 144,Caja 1,Cajero 1,2501.17,4212.58,634.09,6145.89,6069.69,-63.34,401.16,0.0,3811.92,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-09-16,20:08:06.113000,Corte 145,Caja 1,Cajero 1,2386.81,1217.4,0.0,3550.65,3628.28,-0.24,54.85,0.0,1187.95,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-17,15:55:39.069000,Corte 146,Caja 1,Cajero 1,2394.43,3266.13,0.0,5679.68,5674.91,3.81,170.6,0.0,3008.73,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-18,14:29:06.131000,Corte 147,Caja 1,Cajero 1,2414.44,1810.36,192.72,3992.42,3991.13,-2.88,161.31,37.11,1596.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-18,20:12:58.642000,Corte 148,Caja 1,Cajero 1,1828.32,1851.94,0.0,3612.98,3682.26,3.17,140.73,0.0,1681.94,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-19,14:48:29.481000,Corte 149,Caja 1,Cajero 1,2515.77,1969.35,1782.81,2693.14,2666.69,-5.33,119.84,0.0,1842.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-19,20:24:00.176000,Corte 150,Caja 1,Cajero 1,2241.41,1793.68,0.0,3992.02,4044.95,0.93,32.12,91.57,1703.08,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-09-20,14:39:41.555000,Corte 151,Caja 1,Cajero 1,2546.94,2825.3,0.0,5331.08,5386.27,0.1,0.0,0.0,2861.5,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-20,20:13:04.683000,Corte 152,Caja 1,Cajero 1,2272.54,2135.46,0.0,4391.51,4328.1,0.32,36.12,191.06,1853.04,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-21,14:23:17.427000,Corte 153,Caja 1,Cajero 1,2130.55,3412.9,0.0,5493.06,5618.87,-0.32,802.47,162.33,2505.58,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-21,20:07:39.290000,Corte 154,Caja 1,Cajero 1,1763.69,2208.15,0.0,3958.29,3983.9,-5.48,128.56,0.0,2067.68,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-22,14:21:43.921000,Corte 155,Caja 1,Cajero 1,1619.02,1670.44,0.0,3232.4,3311.69,5.97,171.5,0.0,1463.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-22,20:15:54.909000,Corte 156,Caja 1,Cajero 1,1410.58,1573.3,0.0,2955.09,2938.68,-2.14,144.67,0.0,1409.9,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-09-23,14:51:00.221000,Corte 157,Caja 1,Cajero 1,2214.14,3752.73,2407.46,3576.88,3618.47,-0.69,320.29,67.75,3338.02,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-23,19:56:26.387000,Corte 158,Caja 1,Cajero 1,2125.13,1510.31,0.0,3681.0,3639.39,-0.32,0.0,0.0,1510.69,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-24,15:55:44.238000,Corte 159,Caja 1,Cajero 1,2104.93,2419.5,1573.85,3001.05,2990.12,1.17,0.0,0.0,2444.06,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-25,20:12:35.005000,Corte 160,Caja 1,Cajero 1,2139.47,5647.53,3141.19,4546.8,4536.82,-0.56,274.07,0.0,5247.01,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-09-26,14:39:02.187000,Corte 161,Caja 1,Cajero 1,1764.39,2475.65,0.0,4187.46,4226.72,2.42,0.0,0.0,2475.19,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-26,20:17:01.463000,Corte 162,Caja 1,Cajero 1,1627.45,2051.88,128.47,3554.64,3561.57,0.96,1179.88,0.0,908.08,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-27,14:27:29.197000,Corte 163,Caja 1,Cajero 1,1645.06,1988.74,0.0,3634.76,3660.67,-1.26,510.02,0.0,1510.55,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-27,20:15:59.159000,Corte 164,Caja 1,Cajero 1,1399.11,1672.24,0.0,2984.47,3033.96,0.12,59.22,0.0,1569.33,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-28,14:22:08.803000,Corte 165,Caja 1,Cajero 1,1982.43,1635.07,283.37,3348.71,3345.39,0.0,668.88,0.0,991.89,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-28,20:24:29.418000,Corte 166,Caja 1,Cajero 1,1380.09,1318.91,0.0,2698.74,2709.25,-0.06,0.0,0.0,1342.49,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-29,14:23:32.164000,Corte 167,Caja 1,Cajero 1,1760.94,1503.0,0.0,3265.5,3279.21,0.0,0.0,0.0,1499.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-29,20:21:11.016000,Corte 168,Caja 1,Cajero 1,1945.66,1458.9,0.0,3442.56,3442.75,1.5,0.0,0.0,1457.09,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-30,14:46:29.247000,Corte 169,Caja 1,Cajero 1,2088.29,2730.77,0.0,4900.34,4871.4,-1.0,584.49,0.0,2180.03,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-09-30,20:11:02.098000,Corte 170,Caja 1,Cajero 1,1422.69,1512.01,128.25,2787.75,2814.72,-4.12,0.0,0.0,1491.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-01,16:20:59.759000,Corte 171,Caja 1,Cajero 1,2504.47,7151.87,5690.23,3971.89,3986.07,3.29,1063.74,314.01,5877.71,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-02,14:39:41.605000,Corte 172,Caja 1,Cajero 1,1771.56,4022.43,628.96,5167.05,5214.8,-0.65,1048.98,65.3,2911.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-02,20:18:32.010000,Corte 173,Caja 1,Cajero 1,2364.91,1878.03,100.55,4116.31,4199.89,-0.21,33.11,0.0,1840.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-03,14:27:16.571000,Corte 174,Caja 1,Cajero 1,2126.72,4589.96,0.0,6785.03,6736.77,0.22,157.6,0.0,4486.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-03,20:11:00.054000,Corte 175,Caja 1,Cajero 1,1920.7,2531.27,0.0,4350.18,4435.78,0.23,0.0,181.91,2347.47,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-04,14:57:36.219000,Corte 176,Caja 1,Cajero 1,1851.67,4305.81,0.0,6307.25,6247.75,0.0,556.49,2049.46,1697.6,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-04,20:10:51.451000,Corte 177,Caja 1,Cajero 1,1695.61,2478.42,0.0,4176.34,4911.86,758.02,1229.22,0.0,1260.47,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-05,14:28:15.103000,Corte 178,Caja 1,Cajero 1,2391.94,1448.18,0.0,3853.46,3846.71,9.67,175.96,0.0,1278.25,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-05,20:20:53.482000,Corte 179,Caja 1,Cajero 1,1862.75,1420.22,0.0,3287.22,3266.95,0.63,99.1,0.0,1348.73,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-06,14:39:09.297000,Corte 180,Caja 1,Cajero 1,2123.28,1827.77,0.0,3997.04,3980.12,0.0,258.37,88.16,1461.1,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-06,20:17:43.576000,Corte 181,Caja 1,Cajero 1,2484.28,1785.04,0.0,4273.67,4336.94,-1.29,445.03,100.36,1246.56,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-07,15:07:12.235000,Corte 182,Caja 1,Cajero 1,2350.44,6459.08,3910.74,5104.25,4968.5,-2.65,0.0,0.0,6472.87,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-07,19:52:27.868000,Corte 183,Caja 1,Cajero 1,2411.9,1567.42,0.0,4014.21,3999.8,3.86,384.28,0.0,1204.22,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-08,15:59:13.520000,Corte 184,Caja 1,Cajero 1,2391.13,6085.47,0.0,8451.84,8409.76,-29.98,69.48,2029.83,4016.97,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-09,13:01:32.585000,Corte 185,Caja 1,Cajero 1,2210.83,2140.59,19.13,4323.49,4296.24,0.0,250.94,0.0,1935.86,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-09,20:25:23.740000,Corte 186,Caja 1,Cajero 1,2047.79,5243.43,0.0,7399.58,7340.85,-0.28,74.51,267.16,5032.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-10,15:02:31.873000,Corte 187,Caja 1,Cajero 1,2053.5,2512.84,0.0,4530.29,4471.52,-0.48,399.4,70.81,2065.33,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-10,20:09:17.629000,Corte 188,Caja 1,Cajero 1,1528.51,207.58,0.0,1756.31,1735.24,0.0,0.0,0.0,209.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-11,14:33:41.740000,Corte 189,Caja 1,Cajero 1,1627.04,2709.26,1198.33,3112.94,3077.99,1.01,120.84,509.6,2045.84,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-11,20:18:48.520000,Corte 190,Caja 1,Cajero 1,1156.83,2522.53,0.0,3730.3,3685.81,2.17,250.13,0.0,2230.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-12,15:12:18.590000,Corte 191,Caja 1,Cajero 1,2157.33,2400.54,0.0,4596.2,4505.26,0.0,223.24,110.92,2076.51,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-12,20:23:37.660000,Corte 192,Caja 1,Cajero 1,1680.83,3224.23,957.34,3921.28,3908.6,0.64,424.82,0.0,2749.74,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-13,14:36:47.429000,Corte 193,Caja 1,Cajero 1,1922.75,1907.31,0.0,3807.0,3855.68,-0.05,346.48,0.0,1536.55,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-13,20:40:08.942000,Corte 194,Caja 1,Cajero 1,1239.82,3228.96,0.0,4481.14,4417.98,1.47,654.33,0.0,2526.02,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-14,15:27:18.181000,Corte 195,Caja 1,Cajero 1,2179.18,4168.42,0.0,6443.68,6419.04,-0.35,1753.01,443.85,2019.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-14,20:04:02.554000,Corte 196,Caja 1,Cajero 1,1808.92,1299.61,0.0,3097.66,3079.52,0.0,178.76,0.0,1151.32,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-15,16:02:55.265000,Corte 197,Caja 1,Cajero 1,2229.16,7864.78,6107.81,3968.15,3922.0,-0.54,817.78,135.34,6740.62,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-16,15:10:58.986000,Corte 198,Caja 1,Cajero 1,1985.43,3870.76,0.0,5943.21,5944.11,0.63,160.95,67.63,3632.02,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-16,20:19:25.250000,Corte 199,Caja 1,Cajero 1,1750.04,2998.24,0.0,4755.08,4769.57,-0.63,1510.51,0.0,1485.35,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-17,15:08:31.325000,Corte 200,Caja 1,Cajero 1,1328.47,3521.1,768.97,4115.79,4106.7,0.12,419.04,0.0,3132.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-17,20:11:49.391000,Corte 201,Caja 1,Cajero 1,1432.08,1787.11,0.0,3245.16,3184.4,0.24,209.25,0.0,1574.32,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-18,14:42:26.986000,Corte 202,Caja 1,Cajero 1,1760.88,2074.83,0.0,3820.97,3777.31,-0.16,116.44,138.63,1781.45,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-18,20:13:16.315000,Corte 203,Caja 1,Cajero 1,2086.01,1595.9,0.0,3693.19,3661.69,-1.73,91.7,220.75,1267.37,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-19,14:32:19.756000,Corte 204,Caja 1,Cajero 1,2107.25,2065.56,0.0,4157.91,4144.21,-0.32,968.4,0.0,1116.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-19,20:25:48.025000,Corte 205,Caja 1,Cajero 1,2136.62,2065.68,722.26,3430.69,3490.91,0.61,0.0,0.0,2012.34,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-20,14:24:16.270000,Corte 206,Caja 1,Cajero 1,2002.13,2660.95,0.0,4747.53,4646.24,-4.83,0.0,0.0,2722.48,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-20,20:13:41.422000,Corte 207,Caja 1,Cajero 1,1873.9,3763.84,0.0,5607.92,5703.93,-0.04,0.0,0.0,3752.86,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-21,14:30:21.384000,Corte 208,Caja 1,Cajero 1,2524.43,1077.41,0.0,3633.83,3649.63,50.65,0.0,0.0,1067.18,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-21,19:59:52.988000,Corte 209,Caja 1,Cajero 1,2031.66,3560.42,2584.64,3006.7,2964.77,-3.0,508.28,208.9,2822.73,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-22,15:54:21.726000,Corte 210,Caja 1,Cajero 1,2161.81,5492.09,3886.46,3839.75,3863.63,0.32,428.85,208.9,4882.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-23,14:47:31.515000,Corte 211,Caja 1,Cajero 1,2084.21,3264.73,0.0,5256.33,5323.0,-64.24,57.76,342.15,2850.69,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-23,20:16:48.491000,Corte 212,Caja 1,Cajero 1,1731.41,3339.14,0.0,5103.78,5184.0,0.08,399.82,0.0,2995.68,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-24,14:18:30.690000,Corte 213,Caja 1,Cajero 1,1966.94,1349.42,0.0,3262.81,3295.24,0.02,255.02,26.76,1069.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-24,20:14:39.014000,Corte 214,Caja 1,Cajero 1,1785.14,3250.97,88.2,4863.81,4938.14,-0.31,538.91,54.56,2661.12,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-25,14:23:11.510000,Corte 215,Caja 1,Cajero 1,2511.15,2326.1,863.65,3926.09,3934.4,0.23,193.53,0.0,2086.9,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-25,20:12:58.797000,Corte 216,Caja 1,Cajero 1,2431.53,4252.99,0.0,6625.87,6558.38,-0.87,763.91,0.0,3418.95,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-26,14:20:05.779000,Corte 217,Caja 1,Cajero 1,2430.29,2337.33,0.0,4849.98,4729.83,8.45,97.2,177.52,2095.72,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-26,20:08:42.901000,Corte 218,Caja 1,Cajero 1,2092.65,2149.28,0.0,4296.11,4188.16,-0.01,149.61,127.96,1866.02,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-27,13:05:33.911000,Corte 219,Caja 1,Cajero 1,2328.93,3169.43,2823.95,2600.98,2582.76,0.32,168.37,74.02,2890.96,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-27,20:14:44.551000,Corte 220,Caja 1,Cajero 1,1758.59,5087.21,0.0,6836.93,6875.88,-0.25,614.31,0.0,4511.17,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-28,14:31:35.287000,Corte 221,Caja 1,Cajero 1,2342.03,4462.36,4335.1,2434.5,2423.0,-2.54,0.0,0.0,4466.56,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-10-28,20:04:53.976000,Corte 222,Caja 1,Cajero 1,2123.98,1767.36,385.35,3559.48,3519.43,0.44,58.35,125.02,1608.65,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-29,16:06:42.906000,Corte 223,Caja 1,Cajero 1,2023.29,7623.64,4077.19,5501.27,5584.12,0.95,603.2,608.08,6462.75,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-30,20:16:19.670000,Corte 224,Caja 1,Cajero 1,2286.36,4727.17,3169.48,3867.07,3693.52,-189.33,782.81,254.9,3705.92,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-31,14:27:28.332000,Corte 225,Caja 1,Cajero 1,1792.33,2474.04,125.35,4091.95,4182.95,1.11,0.0,0.0,2477.78,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-10-31,20:11:14.666000,Corte 226,Caja 1,Cajero 1,1949.49,1533.08,37.84,3393.58,3397.78,0.81,324.78,0.0,1220.93,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-11-01,15:12:00.061000,Corte 227,Caja 1,Cajero 1,2119.73,5070.12,3174.8,4130.79,4109.77,2.34,88.47,122.26,4851.83,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-01,20:14:40.779000,Corte 228,Caja 1,Cajero 1,1665.66,2032.54,0.0,3731.46,3640.5,-87.61,125.8,0.0,1935.11,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-02,15:12:49.088000,Corte 229,Caja 1,Cajero 1,2167.34,2143.27,0.0,4314.86,4275.0,0.35,412.53,0.0,1711.38,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-02,20:13:01.893000,Corte 230,Caja 1,Cajero 1,2047.25,1058.36,0.0,3108.35,3081.62,0.1,132.47,0.0,916.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-03,14:28:58.851000,Corte 231,Caja 1,Cajero 1,1714.05,4725.13,2096.09,4359.91,4318.61,0.95,283.63,0.0,4407.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-03,20:05:26.880000,Corte 232,Caja 1,Cajero 1,1618.75,1379.32,0.0,2942.24,2956.28,-0.35,0.0,127.03,1242.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-04,14:33:47.532000,Corte 233,Caja 1,Cajero 1,2432.66,2525.13,0.0,5006.2,4948.52,1.93,143.38,178.64,2249.74,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-04,19:57:42.649000,Corte 234,Caja 1,Cajero 1,2425.72,1728.59,381.29,3802.06,3748.96,1.26,138.39,78.92,1526.94,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-05,15:57:51.180000,Corte 235,Caja 1,Cajero 1,2061.49,9974.64,5416.31,6838.5,6672.02,-1.01,1690.44,610.84,7791.88,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-11-06,14:57:31.862000,Corte 236,Caja 1,Cajero 1,1934.67,2928.38,0.0,4899.61,4816.9,-0.74,231.1,0.0,2701.55,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-06,20:12:04.018000,Corte 237,Caja 1,Cajero 1,1153.7,1421.09,408.5,2119.93,2151.93,0.8,0.0,0.0,1406.9,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-07,15:13:16.118000,Corte 238,Caja 1,Cajero 1,1505.81,4332.61,0.0,5743.03,5858.5,0.0,407.51,432.38,3488.15,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-07,20:14:16.015000,Corte 239,Caja 1,Cajero 1,1401.14,1846.88,0.0,3222.66,3226.19,0.63,636.11,276.15,962.3,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-08,15:05:44.879000,Corte 240,Caja 1,Cajero 1,2113.16,6503.84,0.0,8609.39,8666.33,0.94,973.17,1145.69,4397.18,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-08,20:22:39.242000,Corte 241,Caja 1,Cajero 1,2148.65,1487.49,0.0,3709.96,3631.86,0.0,0.0,0.0,1494.37,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-09,14:29:52.022000,Corte 242,Caja 1,Cajero 1,2930.76,2144.46,0.0,5068.66,5021.08,0.43,34.73,41.87,2087.75,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-11-09,20:25:09.216000,Corte 243,Caja 1,Cajero 1,2797.83,1247.01,0.0,4005.53,3977.17,1.92,307.57,0.0,947.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-10,14:30:09.598000,Corte 244,Caja 1,Cajero 1,2309.27,2145.53,0.0,4439.3,4525.14,0.58,850.54,120.43,1203.34,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-10,20:10:23.274000,Corte 245,Caja 1,Cajero 1,2535.74,3079.86,447.1,5139.31,5183.92,0.93,488.69,88.89,2552.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-11,14:35:59.953000,Corte 246,Caja 1,Cajero 1,2635.71,3683.23,2546.89,3694.69,3739.26,4.92,1015.85,0.0,2680.08,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-11,20:06:59.860000,Corte 247,Caja 1,Cajero 1,2297.59,2513.67,0.0,4840.03,4801.98,-1.21,0.0,61.29,2478.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-12,16:13:38.094000,Corte 248,Caja 1,Cajero 1,1902.36,6979.7,3515.03,5312.07,5249.09,2.37,837.17,180.95,5968.9,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-13,14:37:45.409000,Corte 249,Caja 1,Cajero 1,2057.2,3486.43,34.82,5505.8,5648.8,1.0,257.47,0.0,3321.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-13,20:14:31.979000,Corte 250,Caja 1,Cajero 1,1974.77,2423.16,0.0,4394.13,4318.09,-14.15,504.0,232.0,1686.03,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2023-11-14,14:25:52.009000,Corte 251,Caja 1,Cajero 1,2053.12,2376.89,188.72,4283.73,4266.09,-1.78,0.0,0.0,2396.18,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2023-11-14,20:11:40.529000,Corte 252,Caja 1,Cajero 1,1707.58,2026.92,0.0,3796.69,4851.35,1153.58,383.75,75.28,1575.59,SI,Admin 2,INFORMACION_PROTEGIDA
