SUCURSAL,FECHA,FOLIO_INTERNO,UUID_FISCAL,ESTATUS,CLIENTE,RFC,ARTICULO,CANTIDAD,PRECIO_UNITARIO,IMPORTE_RENGLON,SUBTOTAL_FACTURA,IMPUESTOS_FACTURA,TOTAL_FACTURA,USO_CFDI,METODO_PAGO
Tienda 1,2023-07-17,Fact 6754,UUID 1,VIGENTE,Cliente 27,INFORMACION_PROTEGIDA,Prod 27,1.0,5.52,5.53,115.21,18.08,134.85,G03 ,PUE
Tienda 1,2023-07-17,Fact 6754,UUID 1,VIGENTE,Cliente 27,INFORMACION_PROTEGIDA,Prod 29,1.0,3.28,3.25,116.18,18.43,134.3,G03 ,PUE
Tienda 1,2023-07-17,Fact 6754,UUID 1,VIGENTE,Cliente 27,INFORMACION_PROTEGIDA,Prod 28,1.0,2.18,2.2,114.15,18.25,131.97,G03 ,PUE
Tienda 1,2023-07-17,Fact 6754,UUID 1,VIGENTE,Cliente 27,INFORMACION_PROTEGIDA,Prod 124,1.0,3.86,3.78,114.83,18.37,131.26,G03 ,PUE
Tienda 1,2023-07-17,Fact 6754,UUID 1,VIGENTE,Cliente 27,INFORMACION_PROTEGIDA,Prod 125,2.0,2.21,4.43,115.54,18.31,133.41,G03 ,PUE
Tienda 1,2023-07-17,Fact 6754,UUID 1,VIGENTE,Cliente 27,INFORMACION_PROTEGIDA,Prod 126,8.0,2.73,21.95,115.7,18.1,131.68,G03 ,PUE
Tienda 1,2023-07-17,Fact 6754,UUID 1,VIGENTE,Cliente 27,INFORMACION_PROTEGIDA,Prod 127,1.0,74.16,72.59,115.51,18.58,134.2,G03 ,PUE
Tienda 1,2023-07-18,Fact 6755,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 128,1.0,53.69,53.7,53.94,8.61,63.6,G03 ,PUE
Tienda 1,2023-07-18,Fact 6756,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 129,2.0,13.66,27.72,27.21,4.41,31.32,G03 ,PUE
Tienda 1,2023-07-18,Fact 6757,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 130,1.0,45.42,45.85,45.99,7.37,53.9,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 131,1.0,466.88,468.68,1232.18,197.68,1457.85,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 132,3.0,17.3,53.39,1234.63,198.72,1421.59,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 133,2.0,98.95,198.58,1246.22,200.25,1452.17,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 134,2.0,81.41,164.95,1228.06,201.1,1453.39,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 135,2.0,14.93,29.34,1225.04,200.78,1458.44,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 136,2.0,12.5,25.05,1248.15,200.62,1459.83,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 137,1.0,212.96,212.25,1260.78,198.04,1432.89,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 5,10.0,2.75,27.72,1245.43,199.49,1437.13,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 138,1.0,34.99,35.55,1236.79,197.77,1462.85,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 139,1.0,14.39,14.23,1252.46,196.67,1455.89,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 140,5.0,3.31,16.28,1232.67,199.56,1424.6,G03 ,PUE
Tienda 1,2023-07-18,Fact 6758,UUID 1,VIGENTE,Cliente 28,INFORMACION_PROTEGIDA,Prod 141,6.0,1.09,6.64,1252.09,197.48,1460.79,G03 ,PUE
Tienda 1,2023-07-18,Fact 6759,UUID 1,VIGENTE,Cliente 29,INFORMACION_PROTEGIDA,Prod 142,1.0,119.01,119.58,118.63,19.06,137.53,G03 ,PUE
Tienda 1,2023-07-19,Fact 6760,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 143,1.0,74.63,74.62,118.47,18.86,138.18,G03 ,PUE
Tienda 1,2023-07-19,Fact 6760,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 144,1.0,26.88,26.48,116.95,18.72,136.08,G03 ,PUE
Tienda 1,2023-07-19,Fact 6760,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 145,1.0,17.22,17.01,117.27,19.02,136.49,G03 ,PUE
Tienda 1,2023-07-19,Fact 6761,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 146,1.0,42.19,41.36,42.17,6.71,48.96,G03 ,PUE
Tienda 1,2023-07-19,Fact 6762,UUID 1,VIGENTE,Cliente 30,INFORMACION_PROTEGIDA,Prod 147,5.0,7.11,35.33,35.82,5.61,41.37,G03 ,PUE
Tienda 1,2023-07-19,Fact 6763,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 148,47.0,0.82,38.07,38.86,6.27,44.78,G03 ,PUE
Tienda 1,2023-07-20,Fact 6764,UUID 1,VIGENTE,Cliente 8,INFORMACION_PROTEGIDA,Prod 149,1.0,137.95,141.52,137.94,22.3,160.66,G03 ,PUE
Tienda 1,2023-07-20,Fact 6765,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 150,2.0,4.97,9.83,61.68,9.78,72.28,G03 ,PUE
Tienda 1,2023-07-20,Fact 6765,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 151,2.0,2.18,4.39,60.57,9.72,71.79,G03 ,PUE
Tienda 1,2023-07-20,Fact 6765,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 152,1.0,11.98,12.22,60.57,9.81,71.28,G03 ,PUE
Tienda 1,2023-07-20,Fact 6765,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 153,2.0,17.4,34.92,61.83,9.7,71.95,G03 ,PUE
Tienda 1,2023-07-20,Fact 6766,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 154,2.0,18.3,36.64,36.31,5.87,42.45,G03 ,PUE
Tienda 1,2023-07-20,Fact 6767,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 155,1.0,68.43,67.74,75.87,12.46,88.28,G03 ,PUE
Tienda 1,2023-07-20,Fact 6767,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 156,1.0,8.31,8.29,76.74,12.32,88.25,G03 ,PUE
Tienda 1,2023-07-21,Fact 6768,UUID 1,VIGENTE,Cliente 31,INFORMACION_PROTEGIDA,Prod 157,2.0,10.37,20.54,77.55,12.39,90.93,G03 ,PUE
Tienda 1,2023-07-21,Fact 6768,UUID 1,VIGENTE,Cliente 31,INFORMACION_PROTEGIDA,Prod 158,1.0,57.64,58.21,78.57,12.45,92.05,G03 ,PUE
Tienda 1,2023-07-21,Fact 6769,UUID 1,VIGENTE,Cliente 32,INFORMACION_PROTEGIDA,Prod 159,1.0,46.1,46.72,199.75,31.59,230.7,G03 ,PUE
Tienda 1,2023-07-21,Fact 6769,UUID 1,VIGENTE,Cliente 32,INFORMACION_PROTEGIDA,Prod 160,1.0,152.06,152.66,199.24,31.69,230.54,G03 ,PUE
Tienda 1,2023-07-21,Fact 6770,UUID 1,VIGENTE,Cliente 33,INFORMACION_PROTEGIDA,Prod 161,1.0,29.96,29.29,1271.5,201.34,1492.57,G03 ,PUE
Tienda 1,2023-07-21,Fact 6770,UUID 1,VIGENTE,Cliente 33,INFORMACION_PROTEGIDA,Prod 162,1.0,96.66,98.83,1279.34,205.93,1475.49,G03 ,PUE
Tienda 1,2023-07-21,Fact 6770,UUID 1,VIGENTE,Cliente 33,INFORMACION_PROTEGIDA,Prod 163,1.0,1087.6,1088.81,1291.12,206.21,1477.35,G03 ,PUE
Tienda 1,2023-07-21,Fact 6770,UUID 1,VIGENTE,Cliente 33,INFORMACION_PROTEGIDA,Prod 164,2.0,28.02,55.82,1284.97,201.34,1457.94,G03 ,PUE
Tienda 1,2023-07-21,Fact 6771,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 165,1.0,25.02,25.58,25.45,3.98,29.21,G03 ,PUE
Tienda 1,2023-07-21,Fact 6772,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 166,2.0,10.87,21.61,60.35,9.61,69.98,G03 ,PUE
Tienda 1,2023-07-21,Fact 6772,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 167,1.0,38.23,38.15,59.47,9.68,69.39,G03 ,PUE
Tienda 1,2023-07-21,Fact 6773,UUID 1,VIGENTE,Cliente 34,INFORMACION_PROTEGIDA,Prod 168,100.0,0.18,17.6,95.67,15.68,111.17,G01 ,PUE
Tienda 1,2023-07-21,Fact 6773,UUID 1,VIGENTE,Cliente 34,INFORMACION_PROTEGIDA,Prod 169,100.0,0.26,26.89,96.41,15.47,112.88,G01 ,PUE
Tienda 1,2023-07-21,Fact 6773,UUID 1,VIGENTE,Cliente 34,INFORMACION_PROTEGIDA,Prod 170,100.0,0.22,21.53,98.22,15.42,111.13,G01 ,PUE
Tienda 1,2023-07-21,Fact 6773,UUID 1,VIGENTE,Cliente 34,INFORMACION_PROTEGIDA,Prod 171,50.0,0.42,21.52,95.8,15.63,111.72,G01 ,PUE
Tienda 1,2023-07-21,Fact 6773,UUID 1,VIGENTE,Cliente 34,INFORMACION_PROTEGIDA,Prod 172,1.0,9.82,9.98,96.54,15.43,111.36,G01 ,PUE
Tienda 1,2023-07-22,Fact 6774,UUID 1,VIGENTE,Cliente 8,INFORMACION_PROTEGIDA,Prod 149,1.0,139.2,138.41,138.31,22.48,163.17,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 173,30.0,5.98,182.55,360.96,58.57,416.84,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 174,1.0,30.29,30.78,359.84,57.8,415.71,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 175,1.0,34.86,35.07,363.03,58.04,415.78,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 176,2.0,17.65,34.78,363.4,58.61,420.05,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 177,4.0,3.17,12.54,360.98,57.71,424.35,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 177,2.0,4.95,9.81,361.6,58.06,421.85,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 178,1.0,15.8,15.69,362.29,57.26,416.66,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 179,1.0,21.53,21.19,366.41,58.62,417.42,G03 ,PUE
Tienda 1,2023-07-22,Fact 6775,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 180,1.0,20.35,20.38,365.07,58.14,415.28,G03 ,PUE
Tienda 1,2023-07-22,Fact 6776,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 181,1.0,17.52,17.71,36.99,5.88,43.54,G03 ,PUE
Tienda 1,2023-07-22,Fact 6776,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 182,3.0,6.5,19.83,36.84,5.97,42.64,G03 ,PUE
Tienda 1,2023-07-22,Fact 6777,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 183,400.0,0.2,81.02,237.06,37.91,272.79,G03 ,PUE
Tienda 1,2023-07-22,Fact 6777,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 184,1.0,15.85,15.69,236.24,37.84,273.77,G03 ,PUE
Tienda 1,2023-07-22,Fact 6777,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 185,2.0,31.64,62.48,239.82,38.28,275.99,G03 ,PUE
Tienda 1,2023-07-22,Fact 6777,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 186,16.0,4.89,80.03,241.83,38.71,276.87,G03 ,PUE
Tienda 1,2023-07-23,Fact 6778,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 187,1.0,6.66,6.62,127.43,20.07,144.49,G03 ,PUE
Tienda 1,2023-07-23,Fact 6778,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 188,1.0,17.42,17.34,126.18,19.89,144.58,G03 ,PUE
Tienda 1,2023-07-23,Fact 6778,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 189,1.0,38.88,38.37,127.37,20.09,146.61,G03 ,PUE
Tienda 1,2023-07-23,Fact 6778,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 190,1.0,62.3,62.49,127.31,20.44,147.46,G03 ,PUE
Tienda 1,2023-07-23,Fact 6779,UUID 1,VIGENTE,Cliente 35,INFORMACION_PROTEGIDA,Prod 191,20.0,1.67,33.21,33.05,5.23,38.67,G03 ,PUE
Tienda 1,2023-07-23,Fact 6780,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 192,2.0,11.95,24.39,74.08,12.04,85.87,G03 ,PUE
Tienda 1,2023-07-23,Fact 6780,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 175,1.0,32.25,31.59,75.32,11.97,86.96,G03 ,PUE
Tienda 1,2023-07-23,Fact 6780,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 193,2.0,9.22,18.55,73.55,11.99,85.65,G03 ,PUE
Tienda 1,2023-07-23,Fact 6781,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 78,1.0,20.12,20.51,47.39,7.5,54.72,G03 ,PUE
Tienda 1,2023-07-23,Fact 6781,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 74,1.0,27.01,26.56,47.56,7.47,55.03,G03 ,PUE
Tienda 1,2023-07-23,Fact 6782,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 194,1.0,15.7,16.06,16.07,2.51,18.62,G03 ,PUE
Tienda 1,2023-07-23,Fact 6783,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 78,1.0,20.05,20.43,20.28,3.2,23.74,G03 ,PUE
Tienda 1,2023-07-24,Fact 6784,UUID 1,VIGENTE,Cliente 36,INFORMACION_PROTEGIDA,Prod 195,6.0,9.36,56.55,56.66,9.06,65.15,G03 ,PUE
Tienda 1,2023-07-24,Fact 6785,UUID 1,VIGENTE,Cliente 37,INFORMACION_PROTEGIDA,Prod 91,50.0,2.3,114.16,134.04,21.96,156.03,G03 ,PUE
Tienda 1,2023-07-24,Fact 6785,UUID 1,VIGENTE,Cliente 37,INFORMACION_PROTEGIDA,Prod 78,1.0,20.43,20.07,135.54,21.56,156.24,G03 ,PUE
Tienda 1,2023-07-24,Fact 6786,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 196,1.0,13.84,13.79,13.53,2.17,16.02,G01 ,PUE
Tienda 1,2023-07-25,Fact 6787,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 197,10.0,1.1,11.12,16.36,2.67,18.96,G01 ,PUE
Tienda 1,2023-07-25,Fact 6787,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 198,1.0,5.44,5.47,16.59,2.59,19.2,G01 ,PUE
Tienda 1,2023-07-25,Fact 6788,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 199,1.0,140.59,140.8,139.67,22.67,160.53,G01 ,PUE
Tienda 1,2023-07-26,Fact 6789,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 200,4.0,27.69,111.21,108.73,17.52,127.6,G03 ,PUE
Tienda 1,2023-07-26,Fact 6790,UUID 1,VIGENTE,Cliente 12,INFORMACION_PROTEGIDA,Prod 121,0.5,33.92,16.9,17.02,2.7,19.63,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 201,1.0,10.55,10.27,224.09,35.51,262.49,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 202,1.0,25.45,25.15,223.51,36.27,262.63,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 203,3.0,5.5,16.54,224.52,36.01,261.69,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 204,4.0,10.92,43.93,223.34,36.44,262.03,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 205,3.0,11.67,34.71,223.92,35.45,258.54,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 206,3.0,23.01,68.64,227.29,35.74,261.63,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 207,1.0,23.15,23.32,224.59,35.42,260.22,G03 ,PUE
Tienda 1,2023-07-26,Fact 6791,UUID 1,VIGENTE,Cliente 38,INFORMACION_PROTEGIDA,Prod 9,8.0,0.27,2.19,227.81,36.37,260.41,G03 ,PUE
Tienda 1,2023-07-26,Fact 6792,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 113,1.0,77.34,76.93,77.49,12.26,90.64,G03 ,PUE
Tienda 1,2023-07-26,Fact 6793,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 208,2.0,11.4,22.84,30.97,5.04,36.25,G03 ,PUE
Tienda 1,2023-07-26,Fact 6793,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 209,6.0,0.54,3.26,30.97,5.06,36.66,G03 ,PUE
Tienda 1,2023-07-26,Fact 6793,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 210,6.0,0.27,1.63,31.67,5.01,36.51,G03 ,PUE
Tienda 1,2023-07-26,Fact 6793,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 183,6.0,0.55,3.25,31.12,5.04,36.58,G03 ,PUE
Tienda 1,2023-07-26,Fact 6794,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 211,1.0,79.07,79.67,79.24,12.75,93.5,G03 ,PUE
Tienda 1,2023-07-26,Fact 6795,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 212,1.0,45.46,44.65,44.63,7.1,52.37,G03 ,PUE
Tienda 1,2023-07-27,Fact 6796,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 213,1.5,3.82,5.8,204.72,32.57,239.36,G03 ,PUE
Tienda 1,2023-07-27,Fact 6796,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 214,1.0,202.67,201.73,205.96,33.18,241.17,G03 ,PUE
Tienda 1,2023-07-28,Fact 6797,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 4,50.0,2.81,143.45,141.58,22.66,167.5,G03 ,PUE
Tienda 1,2023-07-28,Fact 6798,UUID 1,VIGENTE,Cliente 39,INFORMACION_PROTEGIDA,Prod 215,1.0,38.31,37.72,38.36,6.04,44.09,G01 ,PUE
Tienda 1,2023-07-28,Fact 6799,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 128,2.0,53.87,109.57,106.98,17.15,124.06,G03 ,PUE
Tienda 1,2023-07-28,Fact 6800,UUID 1,VIGENTE,Cliente 40,INFORMACION_PROTEGIDA,Prod 216,1.0,17.29,17.63,82.57,13.4,96.92,G03 ,PUE
Tienda 1,2023-07-28,Fact 6800,UUID 1,VIGENTE,Cliente 40,INFORMACION_PROTEGIDA,Prod 217,1.0,64.69,65.43,83.23,13.4,96.2,G03 ,PUE
Tienda 1,2023-07-28,Fact 6801,UUID 1,VIGENTE,Cliente 4,INFORMACION_PROTEGIDA,Prod 218,7.0,3.33,22.91,22.77,3.73,26.93,G03 ,PUE
Tienda 1,2023-07-28,Fact 6802,UUID 1,VIGENTE,Cliente 41,INFORMACION_PROTEGIDA,Prod 219,1.0,13.6,13.9,27.0,4.35,31.35,G03 ,PUE
Tienda 1,2023-07-28,Fact 6802,UUID 1,VIGENTE,Cliente 41,INFORMACION_PROTEGIDA,Prod 220,1.0,13.19,13.17,26.6,4.24,31.37,G03 ,PUE
Tienda 1,2023-07-28,Fact 6803,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 221,1.0,79.82,79.51,79.42,12.54,92.78,G03 ,PUE
Tienda 1,2023-07-28,Fact 6804,UUID 1,VIGENTE,Cliente 42,INFORMACION_PROTEGIDA,Prod 222,1.0,24.32,24.32,96.8,15.89,114.38,G03 ,PUE
Tienda 1,2023-07-28,Fact 6804,UUID 1,VIGENTE,Cliente 42,INFORMACION_PROTEGIDA,Prod 223,1.0,21.21,21.61,98.41,15.65,112.81,G03 ,PUE
Tienda 1,2023-07-28,Fact 6804,UUID 1,VIGENTE,Cliente 42,INFORMACION_PROTEGIDA,Prod 224,1.0,51.51,52.73,99.22,15.5,112.3,G03 ,PUE
Tienda 1,2023-07-28,Fact 6805,UUID 1,VIGENTE,Cliente 29,INFORMACION_PROTEGIDA,Prod 225,1.0,57.76,57.86,57.54,9.16,67.38,G03 ,PUE
Tienda 1,2023-07-29,Fact 6806,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 140,2.0,3.28,6.6,154.67,24.13,177.35,G03 ,PUE
Tienda 1,2023-07-29,Fact 6806,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 51,6.0,0.54,3.25,151.71,24.45,177.48,G03 ,PUE
Tienda 1,2023-07-29,Fact 6806,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 4,50.0,2.85,141.15,154.11,24.16,176.62,G03 ,PUE
Tienda 1,2023-07-29,Fact 6807,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 56,1.1,41.54,45.74,254.15,40.88,293.04,G03 ,PUE
Tienda 1,2023-07-29,Fact 6807,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 17,1.0,20.31,20.19,254.51,40.61,291.3,G03 ,PUE
Tienda 1,2023-07-29,Fact 6807,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 226,1.0,15.2,15.34,249.0,40.44,293.71,G03 ,PUE
Tienda 1,2023-07-29,Fact 6807,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 227,8.0,21.12,171.51,252.21,39.92,289.64,G03 ,PUE
Tienda 1,2023-07-29,Fact 6808,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 4,50.0,2.84,141.65,285.83,45.9,327.19,G03 ,PUE
Tienda 1,2023-07-29,Fact 6808,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 91,50.0,2.35,115.44,284.74,46.0,333.42,G03 ,PUE
Tienda 1,2023-07-29,Fact 6808,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 123,1.0,26.24,26.3,282.59,45.2,333.91,G03 ,PUE
Tienda 1,2023-07-29,Fact 6809,UUID 1,VIGENTE,Cliente 43,INFORMACION_PROTEGIDA,Prod 228,1.0,675.8,680.16,702.68,112.42,819.89,G03 ,PUE
Tienda 1,2023-07-29,Fact 6809,UUID 1,VIGENTE,Cliente 43,INFORMACION_PROTEGIDA,Prod 4,3.0,6.66,19.72,707.35,111.34,819.3,G03 ,PUE
Tienda 1,2023-07-29,Fact 6810,UUID 1,VIGENTE,Cliente 43,INFORMACION_PROTEGIDA,Prod 229,2.0,19.86,39.89,39.86,6.37,45.47,G03 ,PUE
Tienda 1,2023-07-29,Fact 6811,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 230,1.0,254.17,254.86,253.13,40.28,297.41,G03 ,PUE
Tienda 1,2023-07-30,Fact 6812,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 56,0.4,40.82,16.49,118.43,18.83,139.25,G03 ,PUE
Tienda 1,2023-07-30,Fact 6812,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 119,1.0,18.4,18.37,118.86,19.28,139.17,G03 ,PUE
Tienda 1,2023-07-30,Fact 6812,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 231,1.0,38.09,37.55,117.69,18.92,137.34,G03 ,PUE
Tienda 1,2023-07-30,Fact 6812,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 130,1.0,45.53,46.57,119.89,19.22,139.87,G03 ,PUE
Tienda 1,2023-07-30,Fact 6813,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 232,1.0,24.97,25.25,24.89,4.02,29.37,G03 ,PUE
Tienda 1,2023-07-31,Fact 6814,UUID 1,VIGENTE,Cliente 4,INFORMACION_PROTEGIDA,Prod 233,1.0,37.59,37.34,37.43,5.92,43.7,G03 ,PUE
Tienda 1,2023-07-31,Fact 6815,UUID 1,VIGENTE,Cliente 44,INFORMACION_PROTEGIDA,Prod 234,1.0,76.66,76.82,154.32,24.28,175.82,G03 ,PUE
Tienda 1,2023-07-31,Fact 6815,UUID 1,VIGENTE,Cliente 44,INFORMACION_PROTEGIDA,Prod 235,1.0,76.14,77.21,151.67,24.53,177.38,G03 ,PUE
Tienda 1,2023-07-31,Fact 6816,UUID 1,VIGENTE,Cliente 44,INFORMACION_PROTEGIDA,Prod 236,4.0,7.11,28.79,28.67,4.62,33.14,G03 ,PUE
